  0     0.000000     0.000000     0.000000   0
  1     0.391287     0.101144     0.000000   1
  2     0.774565     0.265195     0.000000   2
  3     1.168540     0.209573     0.000000   3
  4     1.582987     0.227161     0.000000   4
  5     2.003543     0.353179     0.000000   5
  6     2.426612     0.354487     0.000000   6
  7     2.845675     0.227535     0.000000   7
  8     3.257337     0.209668     0.000000   8
  9     3.646814     0.263120     0.000000   9
 10     4.027899     0.100703     0.000000  10
 11     4.416792     0.000083     0.000000  11
